"classe","roll_belt","pitch_belt","yaw_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z"
"C",1.31,1.05,-88.2,-0.02,0.02,-0.08,-4,2,20,23,564,-422,71.4,-27.1,53.7,3.18,-0.82,0.61,-31,150,21,510,62,447,129.5153528,-19.36583004,19.36583004,-0.1,0.31,0.3,-1,5,1,-485,178,278,-177,22.2,21.4,-0.22,-3.84,-0.08,112,230,149,224,162,-268
"C",1.22,1.04,-88.2,-0.02,0,-0.08,-5,-1,21,28,558,-430,70.5,-25.1,57,3.12,-0.8,0.54,-56,153,2,479,82,470,71.88299996,0,85.19663272,-0.16,0.32,0.26,0,7,8,-478,187,273,-177,21.9,25.9,-0.14,-3.1,-0.31,90,225,144,189,255,-300
"C",1.12,1.05,-88.2,0,0.02,-0.07,-5,2,20,22,566,-432,70,-23,60,2.84,-0.82,0.59,-59,158,0,433,118,503,106.3697822,0,50.70985044,-0.16,0.35,0.28,0,18,10,-475,191,277,-176,21.6,30.5,-0.19,-3.18,-0.52,155,245,149,164,296,-311
"C",0.99,1.13,-88.1,0.02,0.02,-0.07,-6,1,21,26,566,-429,69,-16.9,68.9,2.79,-0.74,0.57,-88,159,-3,322,139,559,150.8377517,-6.241881,0,0.02,0.35,0.36,-1,16,0,-476,201,273,-174,19.3,45.9,0.22,-2.87,-0.48,96,283,151,30,509,-363
"C",0.84,1.31,-88.1,0.06,0,-0.05,-3,3,26,21,571,-429,69.5,-3.55,90.4,2.63,-0.5,0.39,-200,177,-30,-29,236,630,87.67400783,20.36838047,-65.20725718,0.35,0.24,-0.05,5,19,-15,-466,225,262,-172,13.7,78,-0.26,-3.12,-0.07,8,346,188,-306,913,-460
"C",0.8,1.7,-88.1,0.18,0,-0.03,-2,3,30,32,563,-431,70.7,1.2,99.5,2.54,-0.45,0.34,-229,172,-41,-178,268,619,95.79477276,5.456125513,-60.96846765,0.32,0.35,-0.02,2,30,-21,-472,237,266,-171,11.9,89.8,-0.14,-2.54,-0.03,-45,334,179,-484,1070,-529
"C",0.83,2.28,-88.2,0.19,-0.03,0.02,-5,1,27,37,570,-431,72.7,5.19,108,1.99,-0.39,0.39,-245,174,-66,-303,286,593,68.33736974,-2.870452058,-88.65816012,0.42,0.32,-0.03,-1,22,-27,-469,242,258,-171,9.78,99.9,0.05,-2.39,-0.11,-88,317,189,-631,1190,-581
"C",0.96,2.86,-88.2,0.16,-0.02,0,-8,2,26,39,571,-430,74.9,7.95,114,1.41,-0.32,0.41,-240,172,-92,-369,290,547,64.44640505,10.94493102,-91.39537992,0.39,0.08,-0.08,4,22,-29,-475,246,234,-171,7.53,109,0.08,-2.02,-0.13,-108,313,193,-708,1210,-580
"C",1.22,3.31,-88.4,0.06,-0.02,0.03,-5,4,27,41,565,-433,78,10.9,121,0.42,-0.18,0.18,-229,158,-101,-418,305,490,101.7200996,10.32914259,-54.16368728,0.13,-0.13,-0.11,4,33,-20,-478,239,239,-173,3.52,117,0.1,-0.77,0.1,-75,288,214,-740,1180,-543
"C",1.61,3.6,-88.4,0.11,0,0,-6,6,23,40,562,-434,77.7,10.5,121,-0.53,0.14,-0.15,-232,165,-97,-409,306,511,106.1,22,-45.2,-0.05,-0.19,0.08,6,24,-12,-490,210,246,-173,4.13,119,-0.4,0.11,0.43,-84,284,211,-747,1170,-552
"C",1.7,3.87,-88.4,0.08,0,-0.02,-6,3,18,43,560,-429,75.8,7.75,117,-1.46,0.39,-0.25,-239,180,-81,-364,300,540,101.9018776,21.45405338,-49.95398473,-0.11,-0.24,0.15,4,16,-9,-488,204,257,-172,6.17,115,-0.56,0.88,0.69,-80,319,200,-718,1180,-555
"C",1.66,3.88,-88.4,0.05,0,-0.02,-7,1,19,46,565,-439,74.9,5.24,113,-1.96,0.51,-0.18,-233,187,-60,-313,303,572,22.32536811,4.429522789,-134.3044089,-0.16,-0.19,-0.08,1,5,-22,-490,194,263,-172,7.8,112,-0.66,1.27,0.74,-76,333,187,-688,1180,-559
"C",1.64,3.81,-88.4,-0.03,0,-0.02,-9,4,15,41,564,-446,74,-1.29,103,-2.75,0.74,-0.18,-220,199,-22,-144,287,616,7.677189127,-39.35641353,-116.8994888,0.1,-0.21,-0.11,-10,2,-24,-485,179,265,-171,10.8,102,-0.29,2.38,0.77,-78,358,175,-582,1150,-558
"C",1.16,2.14,-88.4,-0.05,-0.02,-0.11,-2,4,23,33,568,-433,82.8,-32.5,40.5,-2.92,0.9,-1.18,9,138,-71,647,32,276,77.05444936,-40.93519194,-63.97841737,0.22,-0.08,-0.13,-4,7,-6,-493,165,265,177,12.8,25.5,-0.18,3.45,0.36,121,191,192,490,-225,-33
"C",0.94,2.02,-88.4,0,-0.02,-0.1,-1,0,27,35,568,-432,83.1,-34.1,32.3,-2.87,0.87,-1.39,52,120,-78,690,-6,212,77.05444936,-40.93519194,-63.97841737,0.22,-0.08,-0.13,-4,7,-6,-493,165,265,175,12.1,13.8,-0.24,3.47,0.25,165,139,193,534,-364,9
"C",0.85,1.99,-88.4,0.02,-0.02,-0.08,-1,-1,27,36,562,-430,83,-35.1,28.5,-2.73,0.79,-1.44,65,109,-93,695,-23,184,77.05444936,-40.93519194,-63.97841737,0.22,-0.08,-0.13,-4,7,-6,-493,165,265,174,11.7,7.99,-0.31,3.23,0.23,156,126,196,542,-403,13
"C",0.68,2.16,-88.4,0.08,0,-0.03,-7,2,26,32,567,-431,86.7,-39.7,11.7,-2.41,0.42,-1.08,111,85,-164,735,-75,48,77.05444936,-40.93519194,-63.97841737,0.22,-0.08,-0.13,-4,7,-6,-493,165,265,171,10.9,-11.7,-0.61,2.73,0.3,153,13,183,527,-575,32
"C",0.67,2.24,-88.4,0.06,0,-0.03,-7,1,25,36,574,-430,88.9,-40.6,7.25,-2.31,0.29,-0.84,133,62,-205,737,-67,26,77.05444936,-40.93519194,-63.97841737,0.22,-0.08,-0.13,-4,7,-6,-493,165,265,170,11,-15.5,-0.71,2.31,0.43,165,-8,182,518,-580,34
"C",0.68,2.34,-88.4,0.05,0,-0.02,-6,2,23,36,568,-424,93.7,-41.4,-0.34,-1.89,0.05,-0.13,150,52,-241,736,-86,-52,77.05444936,-40.93519194,-63.97841737,0.22,-0.08,-0.13,-4,7,-6,-493,165,265,171,11.8,-21.5,-0.82,1.22,0.87,148,-50,177,498,-609,24
"C",0.74,2.37,-88.4,0,0,-0.02,-5,1,24,31,575,-425,101,-40.1,-8.07,-0.64,-0.24,0.92,164,50,-279,724,-81,-116,77.05444936,-40.93519194,-63.97841737,0.22,-0.08,-0.13,-4,7,-6,-493,165,265,172,14,-26.9,-0.51,-0.39,0.62,121,-126,159,477,-631,24
"C",0.75,2.35,-88.4,0.02,0,0,-6,1,23,36,571,-438,103,-39.5,-8.01,0.24,-0.27,0.84,161,57,-284,722,-80,-117,77.05444936,-40.93519194,-63.97841737,0.22,-0.08,-0.13,-4,7,-6,-493,165,265,173,14.3,-26.4,-0.14,-1.04,0.43,146,-115,163,495,-627,19
"C",0.78,2.34,-88.3,0,0.02,0.02,-5,3,22,35,573,-438,104,-39.4,-7.08,0.63,-0.27,0.69,159,56,-278,725,-76,-105,77.05444936,-40.93519194,-63.97841737,0.22,-0.08,-0.13,-4,7,-6,-493,165,265,174,14.4,-25.2,-0.05,-1.49,0.3,164,-102,164,495,-618,28
"C",1.09,2.36,-88.3,0.03,0,0.05,-7,3,20,40,567,-433,97,-39.5,5.46,2.28,-0.43,0.02,130,70,-196,733,-52,28,-77.85486341,11.73100252,-77.85486341,0.05,0,-0.2,1,-6,-6,-500,153,260,176,14.3,-14.8,-0.08,-2.71,0.11,209,7,183,530,-513,16
"C",1.15,2.39,-88.2,0.03,0.02,0.03,-8,4,20,41,557,-430,95,-39.7,9.28,2.5,-0.5,0.03,119,73,-183,733,-44,47,119.4361455,35.62294762,11.65110628,-0.03,0.02,-0.15,3,8,1,-494,163,268,177,14.5,-11.6,-0.18,-3.02,0.13,201,27,181,533,-467,12
"C",1.23,2.42,-88.2,0.02,0.02,0.03,-7,3,21,38,564,-434,93.2,-39.7,12.8,2.73,-0.58,0.1,112,75,-165,728,-35,96,107.2626643,34.46514971,34.46514971,-0.08,0,0,5,13,5,-494,155,277,177,14.8,-8.69,-0.26,-3.12,0.15,185,53,185,517,-397,-14
"C",1.35,2.4,-88.2,0,0.02,0.03,-6,6,19,37,563,-424,89,-39.1,21.3,2.99,-0.69,0.33,89,93,-128,706,-9,178,20.7776004,118.9758331,31.45897426,-0.26,-0.03,0.28,9,2,3,-491,163,283,179,15.4,-2.41,-0.39,-3.05,0.28,165,102,184,492,-298,-43
"C",0.67,2.69,-87.8,0.05,0,-0.02,-7,2,28,48,565,-414,79,10.9,122,-0.06,-0.03,0.02,-231,157,-115,-424,315,478,52.94703358,-94.09567928,-30.78870916,-0.05,0.31,0.31,-8,5,-3,-482,187,273,-174,4.5,115,-0.27,0.61,0.39,-84,311,208,-718,1160,-531
"C",0.71,2.69,-87.9,0.02,-0.02,-0.02,-6,4,28,44,572,-414,78.9,10.7,122,-0.26,0.02,0,-236,158,-113,-419,320,481,94.6042458,-33.04226479,-50.82672462,0.1,0.29,0.28,-4,10,-6,-479,191,278,-174,4.98,112,-0.24,1.12,0.56,-90,332,206,-695,1160,-527
"C",0.77,2.69,-87.9,0.02,0,0.02,-6,2,26,44,572,-430,78.8,10.5,122,-0.42,0.05,-0.03,-237,160,-113,-415,325,491,97.78331347,-30.06848912,-49.36907009,0.16,0.26,0.3,-5,14,-8,-475,193,268,-174,5.25,110,-0.22,1.36,0.66,-75,336,201,-666,1160,-527
"C",0.81,2.68,-87.8,0.02,0,0.02,-3,1,26,44,567,-430,78.6,10.2,121,-0.59,0.11,-0.05,-237,163,-103,-413,323,492,79.59474693,-26.28439994,-70.70184753,0.21,0.24,0.25,-4,11,-10,-473,195,280,-173,5.58,108,-0.24,1.7,0.67,-77,336,191,-657,1170,-531
"C",0.91,2.64,-87.9,0.03,0,0.03,-3,2,28,48,565,-430,78.1,9.16,119,-1,0.22,-0.07,-239,172,-98,-385,310,508,79.59474693,-26.28439994,-70.70184753,0.21,0.24,0.25,-4,11,-10,-473,195,280,-173,6.23,103,-0.18,2.06,0.57,-63,353,188,-570,1130,-511
"C",0.97,2.64,-87.9,0.05,-0.02,0.03,-5,4,28,46,567,-429,77.7,8.44,118,-1.2,0.29,-0.1,-238,179,-94,-370,322,512,79.59474693,-26.28439994,-70.70184753,0.21,0.24,0.25,-4,11,-10,-473,195,280,-173,6.54,100,-0.16,2.28,0.54,-63,367,189,-546,1100,-502
"C",1.1,2.69,-87.9,0.05,0,0.03,-3,1,26,46,568,-432,77,6.56,115,-1.62,0.43,-0.1,-235,182,-84,-342,320,542,79.59474693,-26.28439994,-70.70184753,0.21,0.24,0.25,-4,11,-10,-473,195,280,-174,7.01,93.4,-0.02,2.75,0.57,-45,378,195,-427,1000,-450
"C",1.14,2.71,-87.8,0.06,0,0.03,-4,3,24,48,569,-431,76.8,5.43,113,-1.83,0.5,-0.07,-231,187,-76,-312,322,570,79.59474693,-26.28439994,-70.70184753,0.21,0.24,0.25,-4,11,-10,-473,195,280,-174,7.15,89.9,0.03,2.91,0.54,-33,379,192,-334,924,-406
"C",1.37,2.85,-87.8,0.06,0,0.02,-7,3,24,44,563,-443,76,-0.66,104,-2.55,0.77,-0.16,-223,206,-32,-168,311,606,79.59474693,-26.28439994,-70.70184753,0.21,0.24,0.25,-4,11,-10,-473,195,280,-176,7.7,73.7,-0.02,3.53,0.33,27,381,206,-28,596,-260
"C",1.47,2.96,-87.8,0.03,0,0.02,-8,5,20,48,562,-426,76,-6.87,94.2,-2.99,1.03,-0.25,-196,205,-6,10,283,614,79.59474693,-26.28439994,-70.70184753,0.21,0.24,0.25,-4,11,-10,-473,195,280,-178,8.54,59.8,-0.35,3.79,0.48,74,328,205,222,298,-154
"C",1.54,2.94,-87.8,0,0,-0.02,-7,3,20,46,564,-432,77.1,-13.7,83.2,-3.29,1.11,-0.33,-165,204,13,203,250,574,79.59474693,-26.28439994,-70.70184753,0.21,0.24,0.25,-4,11,-10,-473,195,280,-179,9.98,44.7,-0.51,3.23,0.59,88,257,199,382,33,-74
"C",1.55,2.79,-87.7,-0.03,0.02,0,-6,4,20,43,564,-429,80.1,-20.6,69.8,-3.73,1.16,-0.25,-123,194,5,398,190,481,79.59474693,-26.28439994,-70.70184753,0.21,0.24,0.25,-4,11,-10,-473,195,280,179,10.9,29.1,-0.37,2.97,0.41,105,219,194,466,-140,-30
"C",1.57,2.73,-87.7,-0.03,0.03,0,-6,4,19,51,569,-429,81.7,-22.9,64.5,-3.73,1.17,-0.31,-80,190,1,425,176,470,79.59474693,-26.28439994,-70.70184753,0.21,0.24,0.25,-4,11,-10,-473,195,280,179,10.8,23.8,-0.24,3.08,0.31,127,203,196,508,-228,-13
"C",1.39,1.85,-87.5,0.03,0,-0.07,-3,3,23,46,565,-430,99,-36.8,0.71,-2.09,0.13,-0.41,108,76,-226,731,-65,-42,81.32476126,9.094061948,-74.92842973,0.37,0.26,0,2,16,-15,-479,217,255,173,11.9,-21.7,-0.74,0,0.75,153,-85,172,535,-611,54
"C",1.23,1.93,-87.5,0.05,0,-0.03,-5,4,28,48,568,-440,105,-35.5,-7.45,-0.63,-0.22,0.31,143,73,-272,723,-48,-106,81.32476126,9.094061948,-74.92842973,0.37,0.26,0,2,16,-15,-479,217,255,175,13.5,-21,-0.26,-1.57,0.41,171,-68,173,535,-589,45
"C",1.24,1.99,-87.5,0.06,0,-0.02,-5,2,27,42,566,-435,106,-35.1,-7.8,-0.22,-0.24,0.38,154,72,-273,710,-41,-111,81.32476126,9.094061948,-74.92842973,0.37,0.26,0,2,16,-15,-479,217,255,176,13.6,-19.4,-0.14,-1.85,0.31,172,-52,173,538,-564,37
"C",1.23,2.05,-87.4,0.06,0,-0.02,-4,3,25,39,567,-429,106,-34.9,-7.59,0.16,-0.24,0.39,161,73,-278,726,-47,-112,81.32476126,9.094061948,-74.92842973,0.37,0.26,0,2,16,-15,-479,217,255,176,13.6,-17.8,-0.08,-1.98,0.16,165,-36,175,550,-542,32
"C",1.23,2.09,-87.5,0.06,0,-0.02,-2,4,26,44,568,-434,106,-34.8,-6.74,0.55,-0.26,0.38,161,72,-275,719,-47,-104,81.32476126,9.094061948,-74.92842973,0.37,0.26,0,2,16,-15,-479,217,255,177,13.5,-16.1,-0.05,-1.96,0.05,181,-13,178,551,-526,32
"C",1.22,2.16,-87.4,0.08,0,-0.03,-2,2,28,40,571,-437,105,-34.9,-3.53,1.3,-0.27,0.34,158,76,-248,722,-32,-80,81.32476126,9.094061948,-74.92842973,0.37,0.26,0,2,16,-15,-479,217,255,177,13.4,-11.9,0,-2.57,-0.02,201,29,187,533,-460,24
"C",1.22,2.48,-87.4,0.1,0,0,-6,4,23,49,567,-435,99.6,-35.5,7.94,2.3,-0.42,0.33,129,86,-194,728,-16,47,81.32476126,9.094061948,-74.92842973,0.37,0.26,0,2,16,-15,-479,217,255,179,13.4,-0.7,-0.18,-3.31,-0.02,201,120,192,501,-290,-24
"C",1.27,2.72,-87.4,0.06,0,0.02,-7,3,23,53,564,-425,95.1,-35.9,19.3,2.75,-0.64,0.51,93,101,-154,705,18,162,81.32476126,9.094061948,-74.92842973,0.37,0.26,0,2,16,-15,-479,217,255,-180,13.7,9.22,-0.37,-3.26,-0.08,182,166,180,420,-80,-95
"C",1.4,2.82,-87.4,0,0,0.02,-5,0,24,53,568,-439,86.7,-31.4,37,2.97,-0.93,0.66,33,132,-67,628,84,291,57.58049005,4.18976477,-99.3072385,0.42,0.24,-0.05,1,13,-20,-481,213,250,-178,13.8,25.7,-0.37,-3.52,-0.2,131,281,190,255,204,-180
"C",1.5,2.63,-87.4,-0.03,0.02,0.02,-6,0,22,49,560,-435,80.1,-23.9,53.5,2.91,-0.85,0.3,-23,173,-30,506,144,424,64.07639018,-8.550529368,-92.24397811,0.63,0.19,-0.03,-3,21,-28,-489,222,235,-177,13,44.9,-0.29,-3.18,-0.38,113,320,182,31,535,-284
"C",1.61,2.21,-87.3,-0.05,0.02,-0.03,-6,7,15,47,568,-438,73.8,-14.3,74.2,2.94,-0.53,0.02,-106,160,9,219,209,581,64.32668642,20.12941623,-88.63321329,0.48,0.31,-0.11,8,24,-31,-503,228,223,-175,11,72.8,-0.19,-3.03,-0.05,-37,333,186,-289,889,-416
"C",1.59,2.07,-87.3,-0.03,0.02,-0.05,-1,2,20,42,567,-429,73,-11.1,80.6,2.67,-0.55,0.28,-147,181,-32,126,221,615,67.17766736,18.54696795,-86.43657879,0.37,0.31,-0.1,8,27,-33,-497,232,223,-174,10.1,81.4,-0.08,-2.99,0.11,-70,332,195,-409,999,-460
"C",1.54,1.99,-87.3,-0.02,0.02,-0.05,-2,5,20,47,569,-433,72.9,-9.48,83.6,2.55,-0.58,0.33,-147,190,-24,70,239,613,84.90473899,15.07000364,-69.89515696,0.27,0.27,0,7,35,-30,-498,231,222,-174,9.39,86,0.02,-3.05,0.15,-74,326,195,-495,1080,-484
"C",1.35,1.94,-87.3,0.02,0,-0.05,-5,3,18,45,561,-438,73.7,-3.25,95.1,2.31,-0.58,0.41,-206,189,-37,-112,276,619,86.08010159,17.42205666,-67.94426105,0.21,0.21,0.08,8,35,-29,-508,235,216,-173,6.25,102,0.18,-2.68,-0.1,-137,344,206,-685,1200,-547
"C",1.28,1.95,-87.3,0.02,-0.02,-0.07,-5,5,23,44,559,-432,74.3,-0.59,101,2.25,-0.48,0.23,-224,177,-63,-191,293,612,53.78853341,18.73934092,-99.42375737,0.08,0.11,0.05,8,22,-36,-498,243,231,-174,4.48,108,0.31,-2.01,-0.13,-113,330,213,-728,1170,-538
"C",1.22,1.96,-87.3,0.02,0,-0.07,-6,4,24,45,566,-438,74.8,1.85,106,2.14,-0.43,0.13,-234,178,-77,-270,300,594,53.07519722,13.84919262,-101.8469666,0.03,0.06,0,6,22,-37,-498,232,214,-175,2.9,112,0.29,-1.45,-0.1,-112,315,216,-739,1170,-513
"C",1.07,1.98,-87.4,0.03,-0.02,-0.05,-5,2,22,48,570,-422,75.3,4.84,114,1.81,-0.26,-0.07,-251,177,-92,-360,302,552,62.09575195,11.21221197,-93.66687474,0,-0.02,-0.05,5,26,-36,-496,238,219,-176,1.1,116,0.13,-0.85,0.03,-80,286,222,-766,1150,-507
"C",0.97,2.29,-87.4,0.06,-0.02,-0.03,-7,4,23,49,565,-434,74.5,7.08,123,0.66,0.03,-0.18,-230,153,-104,-420,281,510,62.09575195,11.21221197,-93.66687474,0,-0.02,-0.05,5,26,-36,-496,238,219,-176,0.78,117,-0.34,0.35,0.38,-89,288,220,-756,1150,-526
"C",0.95,2.35,-87.4,0.05,-0.02,-0.05,-8,4,24,48,568,-432,74.5,7.21,124,0.53,0,-0.11,-227,151,-106,-418,289,504,62.09575195,11.21221197,-93.66687474,0,-0.02,-0.05,5,26,-36,-496,238,219,-176,1.11,117,-0.4,0.47,0.41,-88,293,221,-745,1160,-518
"C",0.93,2.39,-87.4,0.03,0,-0.05,-5,3,25,45,565,-429,74.5,7.35,125,0.39,-0.03,-0.05,-226,150,-104,-422,295,502,62.09575195,11.21221197,-93.66687474,0,-0.02,-0.05,5,26,-36,-496,238,219,-176,1.55,116,-0.48,0.58,0.49,-87,299,217,-737,1150,-515
"C",0.87,2.31,-87.4,0,0.02,-0.03,-3,2,27,44,570,-423,75,7.66,126,-0.14,-0.08,0.11,-232,151,-107,-425,293,501,62.09575195,11.21221197,-93.66687474,0,-0.02,-0.05,5,26,-36,-496,238,219,-175,4.15,110,-0.61,1.49,0.75,-83,334,199,-684,1150,-522
"C",0.85,2.28,-87.3,0.02,0.02,-0.03,-2,2,24,51,567,-430,75,7.62,125,-0.27,-0.06,0.11,-233,153,-104,-430,292,504,62.09575195,11.21221197,-93.66687474,0,-0.02,-0.05,5,26,-36,-496,238,219,-174,4.92,107,-0.61,1.78,0.77,-105,344,191,-660,1150,-533
"C",0.87,2.33,-87.2,0.08,0.02,-0.02,-3,3,26,51,570,-428,75.2,6.76,123,-1.01,0.03,0.13,-239,166,-92,-403,288,510,68.11196259,2.099031534,-88.92264578,0.02,-0.08,-0.03,1,30,-37,-494,229,219,-174,7.2,95.4,-0.18,2.7,0.51,-83,360,185,-498,1070,-482
"C",0.93,2.53,-87.2,0.08,0,-0.02,-6,5,26,53,577,-431,75.1,4.82,118,-1.69,0.19,0.05,-234,184,-73,-358,289,551,68.11196259,2.099031534,-88.92264578,0.02,-0.08,-0.03,1,30,-37,-494,229,219,-175,7.73,83.9,-0.05,3.32,0.38,-3,361,199,-244,838,-372
"C",0.96,2.66,-87.2,0.06,0.02,-0.02,-7,2,27,48,559,-424,74.7,2.56,114,-2.15,0.42,-0.11,-232,193,-52,-309,290,572,68.11196259,2.099031534,-88.92264578,0.02,-0.08,-0.03,1,30,-37,-494,229,219,-176,8.35,76.3,-0.24,3.18,0.56,17,362,205,-97,695,-305
"C",1.04,2.74,-87.1,0.03,0,0,-6,2,27,52,567,-429,72.8,-4.86,103,-2.84,0.88,-0.67,-227,202,-12,-109,266,623,68.11196259,2.099031534,-88.92264578,0.02,-0.08,-0.03,1,30,-37,-494,229,219,-177,10.5,60.7,-0.48,3.23,0.82,47,312,199,131,407,-207
"C",1.08,2.75,-87.1,0.03,0,0.02,-6,4,28,51,569,-430,72.2,-7.23,99.5,-3.05,0.95,-0.82,-218,201,-5,-63,261,629,68.11196259,2.099031534,-88.92264578,0.02,-0.08,-0.03,1,30,-37,-494,229,219,-177,11.1,56.7,-0.48,3.1,0.8,68,298,194,200,309,-188
"C",1.23,4.88,-90.7,0.06,0.02,-0.03,-13,3,24,13,597,-307,98.6,-44.8,-1.47,-3.81,1.33,-0.48,62,28,-156,763,-189,-60,-44.98475731,-5.800963296,111.6671079,-0.02,0,-0.05,-2,-15,31,-560,243,57,-162,37.2,-103,-0.21,3.21,0.9,-86,-131,-215,-238,-525,81
"C",1.22,4.94,-90.8,0.06,0,-0.03,-11,4,25,10,607,-309,104,-45.6,-9.02,-3.71,1.33,-0.3,68,22,-174,749,-195,-88,-23.02276391,-8.567947578,132.4599938,-0.02,0.02,-0.02,-3,-8,34,-561,240,55,-163,38.6,-108,-0.18,3.44,0.92,-79,-110,-211,-304,-476,133
"C",1.21,5,-90.8,0.08,0,-0.03,-14,3,23,17,602,-308,108,-46,-15.7,-3.61,1.33,-0.18,70,20,-194,734,-224,-146,-30.26599422,-10.85989013,124.8068094,-0.03,0.02,0.02,-4,-11,35,-557,245,54,-165,40.1,-114,-0.18,3.55,1,-91,-86,-211,-332,-438,146
"C",1.21,5.06,-90.8,0.06,0,-0.02,-15,5,22,16,604,-310,114,-46.1,-23.6,-3.52,1.36,-0.13,78,12,-204,700,-233,-204,-44.74326146,-11.56314543,110.6525049,-0.02,0.02,0,-4,-15,31,-563,240,56,-166,41.4,-119,-0.14,3.61,1.02,-86,-56,-211,-397,-380,193
"C",1.25,5.27,-90.8,0.06,0,-0.02,-12,0,25,11,603,-314,133,-43.8,-46.9,-3.2,1.36,-0.2,81,-5,-251,601,-272,-324,-43.66574414,-8.468376088,112.487618,0,0,-0.03,-3,-15,32,-557,243,58,-175,45.2,-140,-0.21,4.19,0.9,-122,24,-207,-531,-206,321
"C",1.26,5.38,-90.8,0.06,0,0,-15,5,19,14,606,-300,144,-38.2,-63.2,-2.99,1.28,-0.38,64,-37,-323,471,-297,-414,-40.05701291,-5.573505175,116.5923012,0,0.03,0,-2,-14,33,-560,241,67,168,45,-166,-0.14,4.09,0.9,-131,162,-196,-629,8,412
"C",1.32,5.47,-90.9,0.03,0,-0.02,-16,4,22,17,607,-317,148,-33.5,-71.6,-2.92,1.19,-0.21,51,-54,-366,387,-306,-454,-49.96415125,-8.465004224,106.2701176,0,0,-0.02,-3,-17,31,-565,248,60,161,42.2,180,0.02,3.79,0.79,-151,175,-177,-671,123,460
"C",1.33,5.51,-90.9,0.03,0,-0.02,-14,2,21,15,604,-318,150,-31,-75.5,-2.92,1.17,-0.08,43,-63,-386,322,-310,-475,-42.34159012,-5.873048415,114.2800175,0,0.02,0,-2,-14,31,-556,243,67,159,40.6,174,-0.05,3.61,1,-158,190,-185,-685,192,478
"C",1.31,5.5,-90.9,0.02,0,-0.02,-14,4,20,13,607,-298,152,-28.5,-79,-2.84,1.16,0.03,34,-70,-399,297,-307,-479,-61.99480684,2.905373199,94.9956243,0,0.02,0,1,-20,28,-552,248,58,156,38.8,167,-0.14,3.74,0.95,-174,253,-203,-684,229,492
"C",1.37,5.4,-91,-0.03,-0.02,-0.02,-14,3,19,12,606,-313,160,-18.1,-89.9,-1.09,0.19,0.92,-38,-116,-482,88,-328,-506,-54.01745703,-2.857531727,102.9696801,0.02,-0.05,-0.1,-1,-18,30,-558,247,61,148,27.7,140,-0.11,3.47,1.21,-142,334,-184,-638,525,547
"C",1.39,5.2,-91.2,0,-0.02,0,-13,2,19,12,599,-304,159,-20.6,-87.1,1.33,-0.5,-0.67,11,-86,-427,152,-336,-496,-77.99706484,-10.43758664,77.99706484,0.03,-0.22,-0.26,-4,-27,27,-566,238,67,146,18.1,121,-0.05,2.55,0.92,-42,337,-187,-520,663,547
"C",1.39,5.19,-91.2,0.02,-0.02,0,-14,3,23,14,601,-311,158,-22.2,-85.7,1.53,-0.51,-0.61,27,-91,-417,171,-333,-483,-71.82794756,-13.75353165,83.35930592,0.06,-0.22,-0.3,-5,-24,27,-573,234,54,146,16.1,118,0.18,2.57,1,-41,357,-201,-505,668,536
"C",1.4,5.2,-91.2,0.02,-0.02,0,-15,3,20,7,603,-311,157,-23.9,-84.1,1.7,-0.53,-0.36,28,-87,-411,206,-337,-491,-76.59646995,-7.177532815,79.9685822,0.06,-0.24,-0.3,-3,-29,30,-566,226,76,147,14,116,0.37,2.28,0.92,-43,362,-213,-473,676,514
"C",1.48,5.16,-91.3,-0.02,-0.02,-0.02,-16,2,19,11,604,-321,154,-31.2,-75.1,2.17,-0.93,0.34,54,-76,-373,345,-338,-453,-80.55025289,-25.13196468,70.3084993,0.08,-0.21,-0.31,-10,-29,26,-580,214,63,149,7.31,108,0.18,1.83,0.57,-7,375,-235,-369,696,459
"C",1.49,5.11,-91.4,-0.02,0,-0.02,-15,7,20,12,603,-299,151,-35.2,-68.2,2.42,-1.22,0.52,74,-67,-349,447,-340,-403,-81.60634359,-7.055412345,74.9752294,0.11,-0.16,-0.28,-3,-31,29,-573,202,67,150,4.94,105,0.02,1.73,0.25,3,372,-241,-325,704,435
"C",1.48,5.05,-91.4,-0.03,0,-0.03,-18,2,17,11,602,-315,148,-38.6,-60.1,2.59,-1.53,0.57,94,-55,-325,524,-336,-359,-84.03029591,-8.28553568,72.3597087,0.11,-0.18,-0.26,-4,-36,32,-578,192,69,150,3.29,102,-0.18,1.35,0.05,12,354,-231,-298,713,434
